       time            m1           m2           x1           y1           z1           x2           y2           z2   separation  CE+ejecta_m  semimajor_a eccentricity   unbound_m         spin1        spin2  orb._period       spin1z       spin2z           I1           I2        mgas1        mgas2      cs1_avg      cs2_avg      cs1_rms      cs2_rms       Omega1       Omega2        rdisk        hdisk       v1_inf       v2_inf
 0.12025D+03   1.000000       10.00000       50.163       24.981     -0.11237E-02  -5.0163      -2.4980     -0.92168E-05   61.643       0.0000     -0.10479E+09   1.0000       0.0000      0.14617E-07   0.0000              NaN  0.13979E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18421E-06          NaN          NaN          NaN  0.29454E-03  0.29454E-04
 0.12050D+03   1.000000       10.00000       50.031       24.950     -0.11232E-02  -5.0031      -2.4949     -0.92724E-05   61.498       0.0000     -0.10484E+09   1.0000       0.0000      0.14666E-07   0.0000              NaN  0.14029E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.18488E-06          NaN          NaN          NaN  0.29447E-03  0.29448E-04
 0.12075D+03   1.000000       10.00000       49.899       24.919     -0.11226E-02  -4.9899      -2.4918     -0.93282E-05   61.352       0.0000     -0.10487E+09   1.0000       0.0000      0.15370E-07   0.0000              NaN  0.14555E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.19180E-06          NaN          NaN          NaN  0.29442E-03  0.29443E-04
 0.12100D+03   1.000000       10.00000       49.766       24.888     -0.11221E-02  -4.9766      -2.4887     -0.93843E-05   61.207       0.0000     -0.10489E+09   1.0000       0.0000      0.15320E-07   0.0000              NaN  0.14516E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.19129E-06          NaN          NaN          NaN  0.29440E-03  0.29440E-04
 0.12125D+03   1.000000       10.00000       49.634       24.856     -0.11215E-02  -4.9634      -2.4856     -0.94408E-05   61.061       0.0000     -0.10491E+09   1.0000       0.0000      0.15484E-07   0.0000              NaN  0.14727E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.19407E-06          NaN          NaN          NaN  0.29437E-03  0.29438E-04
 0.12150D+03   1.000000       10.00000       49.501       24.825     -0.11209E-02  -4.9501      -2.4824     -0.94975E-05   60.915       0.0000     -0.10493E+09   1.0000       0.0000      0.15729E-07   0.0000              NaN  0.15016E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.19787E-06          NaN          NaN          NaN  0.29435E-03  0.29435E-04
 0.12175D+03   1.000000       10.00000       49.368       24.794     -0.11204E-02  -4.9368      -2.4793     -0.95545E-05   60.769       0.0000     -0.10493E+09   1.0000       0.0000      0.15442E-07   0.0000              NaN  0.14609E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.19252E-06          NaN          NaN          NaN  0.29434E-03  0.29435E-04
 0.12200D+03   1.000000       10.00000       49.235       24.762     -0.11198E-02  -4.9235      -2.4761     -0.96119E-05   60.622       0.0000     -0.10491E+09   1.0000       0.0000      0.15854E-07   0.0000              NaN  0.14915E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.19655E-06          NaN          NaN          NaN  0.29437E-03  0.29438E-04
 0.12225D+03   1.000000       10.00000       49.102       24.730     -0.11192E-02  -4.9102      -2.4730     -0.96696E-05   60.476       0.0000     -0.10487E+09   1.0000       0.0000      0.16154E-07   0.0000              NaN  0.15232E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.20073E-06          NaN          NaN          NaN  0.29442E-03  0.29443E-04
 0.12250D+03   1.000000       10.00000       48.969       24.699     -0.11186E-02  -4.8969      -2.4698     -0.97275E-05   60.329       0.0000     -0.10486E+09   1.0000       0.0000      0.16630E-07   0.0000              NaN  0.15608E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.20568E-06          NaN          NaN          NaN  0.29444E-03  0.29445E-04
 0.12275D+03   1.000000       10.00000       48.834       24.667     -0.11181E-02  -4.8834      -2.4666     -0.97865E-05   60.181       0.0000     -0.10488E+09   1.0000       0.0000      0.16988E-07   0.0000              NaN  0.15911E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.20967E-06          NaN          NaN          NaN  0.29442E-03  0.29442E-04
 0.12300D+03   1.000000       10.00000       48.700       24.635     -0.11175E-02  -4.8700      -2.4634     -0.98451E-05   60.034       0.0000     -0.10492E+09   1.0000       0.0000      0.16968E-07   0.0000              NaN  0.15877E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.20922E-06          NaN          NaN          NaN  0.29436E-03  0.29436E-04
 0.12325D+03   1.000000       10.00000       48.566       24.603     -0.11169E-02  -4.8566      -2.4602     -0.99040E-05   59.886       0.0000     -0.10496E+09   1.0000       0.0000      0.17172E-07   0.0000              NaN  0.16011E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.21099E-06          NaN          NaN          NaN  0.29430E-03  0.29430E-04
 0.12350D+03   1.000000       10.00000       48.432       24.571     -0.11163E-02  -4.8432      -2.4570     -0.99633E-05   59.739       0.0000     -0.10499E+09   1.0000       0.0000      0.16986E-07   0.0000              NaN  0.16076E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.21185E-06          NaN          NaN          NaN  0.29426E-03  0.29426E-04
 0.12375D+03   1.000000       10.00000       48.298       24.539     -0.11157E-02  -4.8298      -2.4538     -0.10023E-04   59.592       0.0000     -0.10501E+09   1.0000       0.0000      0.17222E-07   0.0000              NaN  0.16331E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.21521E-06          NaN          NaN          NaN  0.29423E-03  0.29424E-04
 0.12400D+03   1.000000       10.00000       48.164       24.506     -0.11151E-02  -4.8164      -2.4506     -0.10083E-04   59.444       0.0000     -0.10500E+09   1.0000       0.0000      0.17346E-07   0.0000              NaN  0.16552E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.21812E-06          NaN          NaN          NaN  0.29425E-03  0.29426E-04
 0.12425D+03   1.000000       10.00000       48.029       24.474     -0.11145E-02  -4.8030      -2.4473     -0.10143E-04   59.296       0.0000     -0.10497E+09   1.0000       0.0000      0.17418E-07   0.0000              NaN  0.16630E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.21914E-06          NaN          NaN          NaN  0.29429E-03  0.29429E-04
 0.12450D+03   1.000000       10.00000       47.895       24.442     -0.11139E-02  -4.7895      -2.4441     -0.10204E-04   59.148       0.0000     -0.10496E+09   1.0000       0.0000      0.17489E-07   0.0000              NaN  0.16774E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22104E-06          NaN          NaN          NaN  0.29430E-03  0.29430E-04
 0.12475D+03   1.000000       10.00000       47.760       24.409     -0.11133E-02  -4.7760      -2.4409     -0.10264E-04   59.000       0.0000     -0.10498E+09   1.0000       0.0000      0.17580E-07   0.0000              NaN  0.16920E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22297E-06          NaN          NaN          NaN  0.29428E-03  0.29428E-04
 0.12500D+03   1.000000       10.00000       47.625       24.377     -0.11127E-02  -4.7625      -2.4376     -0.10326E-04   58.851       0.0000     -0.10500E+09   1.0000       0.0000      0.17636E-07   0.0000              NaN  0.17030E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22442E-06          NaN          NaN          NaN  0.29425E-03  0.29425E-04
 0.12525D+03   1.000000       10.00000       47.490       24.344     -0.11120E-02  -4.7490      -2.4344     -0.10387E-04   58.703       0.0000     -0.10501E+09   1.0000       0.0000      0.17456E-07   0.0000              NaN  0.16848E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22203E-06          NaN          NaN          NaN  0.29424E-03  0.29424E-04
 0.12550D+03   1.000000       10.00000       47.355       24.312     -0.11114E-02  -4.7355      -2.4311     -0.10449E-04   58.554       0.0000     -0.10499E+09   1.0000       0.0000      0.17718E-07   0.0000              NaN  0.17136E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22582E-06          NaN          NaN          NaN  0.29426E-03  0.29426E-04
 0.12575D+03   1.000000       10.00000       47.219       24.279     -0.11108E-02  -4.7220      -2.4278     -0.10511E-04   58.405       0.0000     -0.10498E+09   1.0000       0.0000      0.17346E-07   0.0000              NaN  0.16930E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22310E-06          NaN          NaN          NaN  0.29428E-03  0.29428E-04
 0.12600D+03   1.000000       10.00000       47.084       24.246     -0.11102E-02  -4.7084      -2.4245     -0.10574E-04   58.256       0.0000     -0.10495E+09   1.0000       0.0000      0.17532E-07   0.0000              NaN  0.17010E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22416E-06          NaN          NaN          NaN  0.29431E-03  0.29431E-04
 0.12625D+03   1.000000       10.00000       46.947       24.213     -0.11095E-02  -4.6947      -2.4212     -0.10638E-04   58.105       0.0000     -0.10493E+09   1.0000       0.0000      0.17613E-07   0.0000              NaN  0.17079E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22507E-06          NaN          NaN          NaN  0.29435E-03  0.29435E-04
 0.12650D+03   1.000000       10.00000       46.811       24.180     -0.11089E-02  -4.6811      -2.4179     -0.10701E-04   57.956       0.0000     -0.10490E+09   1.0000       0.0000      0.17600E-07   0.0000              NaN  0.16991E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22390E-06          NaN          NaN          NaN  0.29438E-03  0.29439E-04
 0.12675D+03   1.000000       10.00000       46.675       24.147     -0.11083E-02  -4.6675      -2.4146     -0.10765E-04   57.806       0.0000     -0.10488E+09   1.0000       0.0000      0.17811E-07   0.0000              NaN  0.16966E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22357E-06          NaN          NaN          NaN  0.29441E-03  0.29441E-04
 0.12700D+03   1.000000       10.00000       46.539       24.114     -0.11076E-02  -4.6539      -2.4113     -0.10829E-04   57.656       0.0000     -0.10488E+09   1.0000       0.0000      0.17578E-07   0.0000              NaN  0.16779E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22111E-06          NaN          NaN          NaN  0.29441E-03  0.29442E-04
 0.12725D+03   1.000000       10.00000       46.402       24.080     -0.11070E-02  -4.6402      -2.4080     -0.10893E-04   57.506       0.0000     -0.10487E+09   1.0000       0.0000      0.17803E-07   0.0000              NaN  0.16910E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22284E-06          NaN          NaN          NaN  0.29443E-03  0.29443E-04
 0.12750D+03   1.000000       10.00000       46.266       24.047     -0.11063E-02  -4.6266      -2.4046     -0.10958E-04   57.356       0.0000     -0.10484E+09   1.0000       0.0000      0.17945E-07   0.0000              NaN  0.16969E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22362E-06          NaN          NaN          NaN  0.29446E-03  0.29447E-04
 0.12775D+03   1.000000       10.00000       46.129       24.014     -0.11057E-02  -4.6129      -2.4013     -0.11023E-04   57.206       0.0000     -0.10481E+09   1.0000       0.0000      0.17792E-07   0.0000              NaN  0.16934E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22316E-06          NaN          NaN          NaN  0.29451E-03  0.29451E-04
 0.12800D+03   1.000000       10.00000       45.992       23.980     -0.11050E-02  -4.5992      -2.3979     -0.11088E-04   57.055       0.0000     -0.10480E+09   1.0000       0.0000      0.17725E-07   0.0000              NaN  0.16788E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22122E-06          NaN          NaN          NaN  0.29452E-03  0.29452E-04
 0.12825D+03   1.000000       10.00000       45.855       23.946     -0.11044E-02  -4.5855      -2.3946     -0.11154E-04   56.904       0.0000     -0.10481E+09   1.0000       0.0000      0.18081E-07   0.0000              NaN  0.17274E-07   0.0000      0.75885E-01   0.0000       1.0000       0.0000      0.89222       0.0000      0.91044       0.0000      0.22763E-06          NaN          NaN          NaN  0.29450E-03  0.29451E-04
